"","X","Company","TypeName","Inches","ScreenResolution","Cpu","Ram..GB.","Memory","Gpu","OpSys","Weight.KG.","Price","Price_in_USD"
"428",645,"Lenovo","Notebook",14,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"32GB Flash Storage","Intel HD Graphics","Windows 10",1.43,14598.72,189.78336
"429",121,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  2TB HDD","Nvidia GeForce GTX 1070","Windows 10",1.8,119427.12,1552.55256
"430",1255,"Asus","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD","Intel HD Graphics 500","Windows 10",2,18061.92,234.80496
"431",405,"Asus","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.1,99793.44,1297.31472
"432",248,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD","Intel UHD Graphics 620","Windows 10",1.49,35964,467.532
"433",885,"HP","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.28,95850.72,1246.05936
"434",1229,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.2,61218.72,795.84336
"435",561,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",2.05,33566.4,436.3632
"436",301,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.9,113060.16,1469.78208
"437",552,"Dell","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,143802.72,1869.43536
"438",57,"Asus","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",2,31232.2032,406.0186416
"439",247,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16,"256GB SSD","Nvidia GeForce GTX 1080","Windows 10",3.6,159786.72,2077.22736
"440",215,"Dell","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","AMD Radeon 530","Windows 10",1.4,49650.5664,645.4573632
"441",50,"Lenovo","2 in 1 Convertible",10.1,"IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz",4,"64GB Flash Storage","Intel HD Graphics 400","Android",0.69,16996.32,220.95216
"442",368,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","AMD Radeon R7 M445","Windows 10",2.33,47898.72,622.68336
"443",1244,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"256GB SSD","Intel HD Graphics 520","Windows 7",1.54,58607.4672,761.8970736
"444",644,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.4,23976,311.688
"445",312,"MSI","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.8,111834.72,1453.85136
"446",207,"Dell","Ultrabook",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.21,103842.72,1349.95536
"447",802,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.29,79866.72,1038.26736
"448",29,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD","Nvidia GeForce 930MX","Windows 10",2.5,47738.88,620.60544
"449",206,"Dell","Notebook",15.6,"Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz",6,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3,23389.92,304.06896
"450",352,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7,75071.52,975.92976
"451",585,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.5,125154.72,1627.01136
"452",472,"Google","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8,"128GB SSD","Intel HD Graphics 615","Chrome OS",1.1,67932,883.116
"453",1176,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",4,"1.0TB Hybrid","Intel HD Graphics 520","Windows 7",2.32,43956,571.428
"454",1149,"Lenovo","2 in 1 Convertible",14,"IPS Panel Touchscreen 2560x1440","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.27,124621.92,1620.08496
"455",1098,"HP","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3710 1.6GHz",4,"1TB HDD","Intel HD Graphics 405","Windows 10",1.96,26640,346.32
"456",440,"Lenovo","Notebook",17.3,"1600x900","AMD A6-Series 9220 2.5GHz",8,"1TB HDD","AMD Radeon R4","Windows 10",2.8,27652.32,359.48016
"457",605,"MSI","Gaming",15.6,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8,122490.72,1592.37936
"458",469,"Lenovo","Ultrabook",14,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz",12,"256GB SSD","Intel HD Graphics 520","Windows 10",1.4,98994.24,1286.92512
"459",143,"Toshiba","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.1,32074.56,416.96928
"460",925,"Dell","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",1.95,38889.072,505.557936
"461",567,"Fujitsu","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.2,39373.92,511.86096
"462",430,"Samsung","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"16GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.15,14332.32,186.32016
"463",1171,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"512GB SSD","Intel UHD Graphics 620","Windows 10",2.1,61751.52,802.76976
"464",236,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","Intel HD Graphics 520","Linux",2.1,20779.2,270.1296
"465",1047,"MSI","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",3.78,82351.6992,1070.5720896
"466",766,"Asus","Notebook",17.3,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD","Nvidia GeForce 920MX","Windows 10",2.8,25059.7152,325.7762976
"467",274,"Toshiba","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz",8,"500GB HDD","Nvidia GeForce 930M","Windows 10",2.2,43263.36,562.42368
"468",21,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.5,53226.72,691.94736
"469",956,"Dell","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7Y54 1.2GHz",8,"256GB SSD","Intel HD Graphics 615","Windows 10",1.24,101178.72,1315.32336
"470",533,"Mediacom","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4,"32GB SSD","Intel HD Graphics 500","Windows 10",1.2,19660.32,255.58416
"471",1174,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 940MX","No OS",2.2,37775.52,491.08176
"472",763,"Asus","Ultrabook",13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.2,60153.12,781.99056
"473",162,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon 520","Windows 10",2.13,38787.84,504.24192
"474",829,"Acer","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",8,"128GB SSD","Intel HD Graphics 620","Windows 10",1.5,32980.32,428.74416
"475",862,"Toshiba","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",1.05,68464.8,890.0424
"476",858,"Dell","Notebook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",8,"1TB HDD","Intel HD Graphics 520","Windows 10",1.62,34578.72,449.52336
"477",1039,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.64,53839.9728,699.9196464
"478",111,"Dell","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7560U 2.4GHz",8,"256GB SSD","Intel Iris Plus Graphics 640","Windows 10",1.23,73473.12,955.15056
"479",118,"Asus","Notebook",17.3,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"1TB HDD","Nvidia GeForce 920MX","Windows 10",2,30049.92,390.64896
"480",47,"Asus","Gaming",17.3,"Full HD 1920x1080","AMD Ryzen 1700 3GHz",8,"256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10",3.2,69210.72,899.73936
"481",221,"Lenovo","2 in 1 Convertible",14,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.74,47898.72,622.68336
"482",468,"HP","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.78,90522.72,1176.79536
"483",467,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"2TB HDD","AMD Radeon 530","Windows 10",2.02,40439.52,525.71376
"484",303,"Lenovo","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"2TB HDD","Nvidia GeForce 940MX","No OS",2.2,29250.72,380.25936
"485",955,"Dell","Gaming",17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.36,168045.12,2184.58656
"486",163,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,57489.12,747.35856
"487",511,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"500GB HDD","Nvidia GeForce 940MX","Windows 10",2.2,34045.92,442.59696
"488",642,"Lenovo","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.14,130536,1696.968
"489",866,"Toshiba","Ultrabook",13.3,"1366x768","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.2,58341.6,758.4408
"490",562,"HP","Ultrabook",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y75 1.2GHz",16,"512GB SSD","Intel HD Graphics 515","Windows 10",1.16,104695.2,1361.0376
"491",822,"Lenovo","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.13,133146.72,1730.90736
"492",155,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",6,"256GB SSD","AMD Radeon 520","Windows 10",1.91,32980.32,428.74416
"493",389,"Lenovo","2 in 1 Convertible",14,"Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.42,133679.52,1737.83376
"494",1058,"Dell","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"256GB SSD","Intel HD Graphics 620","Windows 10",1.6,69210.72,899.73936
"495",11,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","No OS",1.86,18381.0672,238.9538736
"496",830,"Razer","Gaming",17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz",32,"512GB SSD","Nvidia GeForce GTX 1080","Windows 10",3.49,292986.72,3808.82736
"497",139,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.32,37242.72,484.15536
"498",1222,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A12-Series 9720P 2.7GHz",6,"1TB HDD","AMD Radeon 530","Windows 10",2.1,28185.12,366.40656
"499",1092,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7,85194.72,1107.53136
"500",456,"Dell","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.7GHz",8,"1TB HDD","Nvidia GeForce GTX 1060","Windows 10",4.42,109010.88,1417.14144
